0,1,2,3,4,5,6,7,8,9,10,11,12,file
-611.115,83.78525,1.6763701,18.688795,12.392501,0.40843442,-4.480601,-5.243536,-16.191265,-4.686587,1.8869598,-4.8925915,3.5474968,data\processed_audio\Actor_01\03-01-01-01-01-01-01.wav
-577.10785,90.22401,-3.7205267,24.782536,13.779715,-2.0322394,-3.1333544,-10.281487,-20.107613,-3.6091783,0.79653,-5.549414,1.0903416,data\processed_audio\Actor_01\03-01-01-01-01-02-01.wav
-644.5495,73.21727,1.0367575,16.946074,8.056052,1.3092523,-1.2287765,-6.8650017,-11.643469,-4.6137495,2.1908007,-3.568047,3.704263,data\processed_audio\Actor_01\03-01-01-01-02-01-01.wav
-547.5671,99.89847,2.9927778,23.039846,10.63532,2.771498,-3.7799332,-12.783355,-19.272963,-7.7235928,0.2847912,-4.5836306,-0.22254708,data\processed_audio\Actor_01\03-01-01-01-02-02-01.wav
-615.78564,96.97925,5.6591444,21.823345,13.299058,1.2388959,-4.9712377,-7.5757155,-15.416757,-8.95379,1.723372,-5.858065,0.96656865,data\processed_audio\Actor_01\03-01-02-01-01-01-01.wav
-580.88153,115.36204,3.9483676,18.837776,16.843315,1.350173,-7.8145547,-8.546015,-14.42587,-8.641169,3.151184,-4.2194657,-0.258391,data\processed_audio\Actor_01\03-01-02-01-01-02-01.wav
-593.3189,97.24078,2.2326117,19.479172,9.718801,3.3767498,-1.5056016,-8.273673,-12.6375675,-7.699149,3.408062,-3.2306695,2.420845,data\processed_audio\Actor_01\03-01-02-01-02-01-01.wav
-603.0662,99.56497,1.4704452,17.861835,12.296634,1.1388992,-0.9637539,-10.202483,-11.556011,-7.7817626,1.8880767,-3.6262789,2.6355643,data\processed_audio\Actor_01\03-01-02-01-02-02-01.wav
-726.822,70.693924,12.358668,14.68414,15.936093,2.5741827,1.8321174,-2.3285465,-1.7247736,-4.1258445,5.683365,0.28598708,2.8183658,data\processed_audio\Actor_01\03-01-02-02-01-01-01.wav
-586.5443,103.55245,0.44590318,17.83475,11.419503,0.4922038,-6.7196383,-9.676853,-11.846927,-7.855938,4.4922123,-2.399346,-1.6390609,data\processed_audio\Actor_01\03-01-02-02-01-02-01.wav
-696.80133,66.99498,12.143753,11.121827,11.522022,5.35699,-0.29519737,-5.2524724,-4.6893387,-5.193292,5.0637455,1.145956,2.953431,data\processed_audio\Actor_01\03-01-02-02-02-01-01.wav
-579.6812,93.93017,-3.759628,20.038538,10.580866,3.563199,-5.9275866,-12.603127,-13.93974,-5.8228006,5.839296,-1.6472056,-0.08145715,data\processed_audio\Actor_01\03-01-02-02-02-02-01.wav
-533.47864,100.70101,-7.9074707,19.44345,6.2855663,-5.2652297,-9.541437,-11.083026,-18.857069,-4.2434297,-2.4375284,-11.292757,1.6447715,data\processed_audio\Actor_01\03-01-03-01-01-01-01.wav
-515.51917,103.84002,-10.4736805,25.225077,10.607528,-2.839793,-11.10369,-8.115953,-22.817873,-2.3015816,0.10128184,-10.787973,5.3721085,data\processed_audio\Actor_01\03-01-03-01-01-02-01.wav
-544.62683,100.23825,-4.2264147,20.454742,2.660901,-0.52432764,-9.263793,-11.962902,-22.362564,-5.41337,3.9830341,-11.249841,3.276245,data\processed_audio\Actor_01\03-01-03-01-02-01-01.wav
-600.1213,70.974236,1.0395241,22.226988,3.7013168,-0.15473701,-2.7575579,-8.492322,-16.39866,-5.0270867,1.3236971,-6.1037498,3.809673,data\processed_audio\Actor_01\03-01-03-01-02-02-01.wav
-520.0012,68.403145,-9.454575,7.5112066,-2.569373,-2.320522,-17.016762,-11.820921,-15.232785,-12.753387,-0.9757089,-9.813996,-2.3367112,data\processed_audio\Actor_01\03-01-03-02-01-01-01.wav
-518.72864,68.21874,-14.156626,7.090436,3.0344691,-2.3766923,-13.7193,-9.177462,-17.93179,-9.347175,3.9861212,-9.698313,-1.8684243,data\processed_audio\Actor_01\03-01-03-02-01-02-01.wav
-471.9954,59.694973,-12.544115,9.857776,-0.08742262,-2.5757108,-12.7860985,-11.313345,-22.04665,-5.983346,0.11717252,-11.2289295,0.2668051,data\processed_audio\Actor_01\03-01-03-02-02-01-01.wav
-434.75464,74.728775,-13.488817,10.424403,-1.6562233,-4.9620647,-14.692264,-14.410678,-25.798931,-10.659129,-2.5890272,-10.462636,-0.3333504,data\processed_audio\Actor_01\03-01-03-02-02-02-01.wav
-618.82416,82.77741,-1.2603701,19.741932,10.561658,-3.3939455,-2.028419,-11.2774,-13.568779,-5.5794616,-4.4796166,-1.8246024,0.038432058,data\processed_audio\Actor_01\03-01-04-01-01-01-01.wav
-652.6872,80.655754,1.0563419,20.27514,12.860753,-0.4881252,2.4246614,-9.301598,-10.713748,-6.775693,-0.27247202,-2.3489928,-0.53636813,data\processed_audio\Actor_01\03-01-04-01-01-02-01.wav
-730.7987,61.74465,2.5302093,15.609548,11.905106,-0.15759197,3.1346357,-6.214108,-6.64999,-2.6860428,2.8478255,-0.42457625,2.0393348,data\processed_audio\Actor_01\03-01-04-01-02-01-01.wav
-594.3256,97.66064,1.754491,24.690649,10.582088,-1.2190753,2.8666692,-13.226908,-19.646757,-7.1215577,-3.2993042,-4.41265,0.52820003,data\processed_audio\Actor_01\03-01-04-01-02-02-01.wav
-635.4735,74.15576,2.2789865,20.027506,10.436344,-2.013352,-0.005506322,-8.74693,-10.080778,-1.6569006,-1.866497,-2.9469059,0.8319511,data\processed_audio\Actor_01\03-01-04-02-01-01-01.wav
-469.23074,97.386986,-9.5950575,20.301544,7.2430363,-6.9254594,-16.705448,-13.815039,-28.98754,-8.260203,-4.0386806,-13.323776,0.63068354,data\processed_audio\Actor_01\03-01-04-02-01-02-01.wav
-480.8875,99.227715,-10.501395,24.704,7.023528,-4.9902544,-12.291736,-16.687824,-33.28304,-8.684969,-3.9258008,-12.880847,0.88261944,data\processed_audio\Actor_01\03-01-04-02-02-01-01.wav
-451.9534,90.45836,-7.6930737,23.499794,3.8732274,-5.794933,-12.666321,-16.017252,-28.612286,-6.8929505,-2.3771803,-10.856579,0.8057733,data\processed_audio\Actor_01\03-01-04-02-02-02-01.wav
-415.33658,72.155754,-10.470997,21.337267,-2.5805671,-4.9626284,-7.5283756,-2.5872924,-21.269043,-8.152368,-1.4743596,-8.113984,-1.1980417,data\processed_audio\Actor_01\03-01-05-01-01-01-01.wav
-428.52872,60.487522,-7.933256,12.209157,-4.891127,-5.256763,-10.488381,-12.680825,-19.444628,-9.755194,-6.507573,-9.690578,-5.036577,data\processed_audio\Actor_01\03-01-05-01-01-02-01.wav
-436.9051,81.378204,-2.7569332,21.3584,-0.9209364,-3.3583567,-9.355918,-11.628608,-24.1124,-7.5655236,-6.6873727,-7.9243774,-1.8035933,data\processed_audio\Actor_01\03-01-05-01-02-01-01.wav
-392.6909,77.35385,-5.183973,15.0756445,-0.39099747,-6.6831083,-7.8696938,-11.302189,-26.686106,-9.059724,-4.5889854,-10.195846,0.2826116,data\processed_audio\Actor_01\03-01-05-01-02-02-01.wav
-292.28165,37.972595,-25.55639,0.99787474,-14.543479,-5.5581193,-16.406404,-17.178139,-17.353765,-10.726073,-7.166849,-6.3102407,-9.022332,data\processed_audio\Actor_01\03-01-05-02-01-01-01.wav
-313.0149,27.623108,-23.315372,3.990815,-12.780231,-6.8036075,-15.28834,-9.900047,-20.922794,-11.268517,-6.01511,-10.404407,-6.0462685,data\processed_audio\Actor_01\03-01-05-02-01-02-01.wav
-401.68427,29.985603,-15.730021,4.893042,-6.708545,-3.9008636,-11.346043,-9.55142,-16.943052,-6.5881605,-4.0991755,-8.68335,-3.1698608,data\processed_audio\Actor_01\03-01-05-02-02-01-01.wav
-215.14906,30.400196,-28.52423,-3.8295672,-15.312258,-9.713923,-23.355118,-14.944828,-21.689102,-13.383073,-3.7664452,-11.799034,-8.383617,data\processed_audio\Actor_01\03-01-05-02-02-02-01.wav
-527.93005,77.878784,2.150909,18.586655,10.7662945,-4.0251164,-6.375275,-12.224362,-17.227907,-2.423597,-3.518242,0.26055187,4.54747,data\processed_audio\Actor_01\03-01-06-01-01-01-01.wav
-569.08246,65.653496,-7.053001,10.982176,5.402507,-4.6279078,-9.400257,-14.377423,-19.225655,-4.65174,-3.8689163,-7.106468,-0.07674391,data\processed_audio\Actor_01\03-01-06-01-01-02-01.wav
-622.26355,61.869934,8.047238,19.088932,10.64742,4.2171583,-0.41590297,-5.367009,-7.86676,0.52972686,0.67719764,0.55926096,3.3429868,data\processed_audio\Actor_01\03-01-06-01-02-01-01.wav
-529.3976,86.36869,-5.298095,21.865921,9.3740225,-0.3948757,-5.721808,-15.32737,-15.405962,-1.3082305,-1.5174558,-2.1145523,0.09399366,data\processed_audio\Actor_01\03-01-06-01-02-02-01.wav
-438.2763,52.29145,-12.61421,5.2022805,1.7673732,5.8363395,-5.5956316,-12.104439,-14.733292,-1.9834566,2.0796187,-3.7100022,-0.57720524,data\processed_audio\Actor_01\03-01-06-02-01-01-01.wav
-396.4908,44.573986,-18.370571,-3.3934317,1.9761171,-0.2726411,-11.933457,-15.71298,-18.018919,-7.6223426,-4.7266984,-9.652474,-6.722694,data\processed_audio\Actor_01\03-01-06-02-01-02-01.wav
-364.9495,40.10672,-15.84886,-0.9866244,-5.9305487,-1.2472218,-10.365798,-18.714329,-18.25612,-9.715881,-3.8972619,-8.089901,-8.013231,data\processed_audio\Actor_01\03-01-06-02-02-01-01.wav
-423.24307,45.98984,-15.687275,-1.1223103,-0.7109399,2.0285082,-13.749951,-15.745158,-17.3829,-9.687014,2.4065962,-7.569401,-7.4723935,data\processed_audio\Actor_01\03-01-06-02-02-02-01.wav
-603.9737,77.04878,-3.054315,13.53484,5.19517,0.77235067,-8.105809,-8.665319,-16.125994,-5.3069515,-0.22293489,-8.56866,-1.5215615,data\processed_audio\Actor_01\03-01-07-01-01-01-01.wav
-551.24023,72.195274,0.2893863,6.3687654,4.6305585,-0.7309629,-13.011325,-9.398426,-18.196146,-6.667741,-0.67855865,-8.647704,-4.451619,data\processed_audio\Actor_01\03-01-07-01-01-02-01.wav
-587.58563,93.34933,4.019791,15.836118,3.3245199,3.831535,-5.786931,-16.875458,-10.680158,-3.3624055,-2.6958044,-4.3241053,-0.82450455,data\processed_audio\Actor_01\03-01-07-01-02-01-01.wav
-540.7962,90.28742,-1.920771,16.48809,-0.67877483,5.123646,-9.358991,-17.599377,-12.523816,-2.800631,0.20745233,-6.8767443,-0.8321691,data\processed_audio\Actor_01\03-01-07-01-02-02-01.wav
-468.39615,49.03907,-7.6230526,-6.237842,-10.389235,-2.042195,-12.768894,-19.231846,-15.36216,-7.57244,-3.8405645,-4.748657,-7.687235,data\processed_audio\Actor_01\03-01-07-02-01-01-01.wav
-441.4879,44.89332,-11.384046,2.5396886,-10.910205,-7.9619226,-23.231174,-20.090654,-12.070934,-7.324777,-5.5998816,-7.3610625,-8.648064,data\processed_audio\Actor_01\03-01-07-02-01-02-01.wav
-438.80658,60.669292,13.108062,-1.0714786,-10.284441,0.5105962,-16.993046,-22.400572,-7.5054855,-12.181752,-12.346436,-3.9914367,-10.507248,data\processed_audio\Actor_01\03-01-07-02-02-01-01.wav
-465.40564,51.22256,-1.2009387,-0.5355039,-4.942285,-2.3104475,-16.35684,-18.590721,-10.118139,-6.709238,-7.9724507,-7.337539,-8.655331,data\processed_audio\Actor_01\03-01-07-02-02-02-01.wav
-494.21725,108.55251,-1.586266,16.616817,9.07613,-5.3541155,-12.387322,-13.450481,-19.809404,-11.949078,-0.29563865,-10.756358,-1.4422617,data\processed_audio\Actor_01\03-01-08-01-01-01-01.wav
-501.92194,111.91118,-8.09532,21.723963,13.897949,-5.005207,-13.913956,-13.261398,-21.380518,-3.533785,-2.4485316,-12.475148,-1.0148786,data\processed_audio\Actor_01\03-01-08-01-01-02-01.wav
-516.6722,100.52541,-0.5411588,22.798014,5.842683,-2.4218383,-7.376957,-13.44209,-19.90734,-4.8563166,-1.5608072,-6.9256907,-3.560304,data\processed_audio\Actor_01\03-01-08-01-02-01-01.wav
-475.03677,103.056076,-4.1330385,16.8223,-1.2038289,-8.467239,-9.180829,-15.301929,-19.88901,-11.421074,-1.9102699,-13.69951,-1.8197316,data\processed_audio\Actor_01\03-01-08-01-02-02-01.wav
-467.65762,88.34692,-9.448056,14.831625,7.1739745,-4.5541816,-13.801331,-10.82577,-18.951286,-7.990471,0.8581614,-13.475418,0.20052174,data\processed_audio\Actor_01\03-01-08-02-01-01-01.wav
-438.71347,69.466705,-8.253807,12.299842,-0.04929551,-5.6463027,-10.726463,-12.233437,-18.986055,-11.200965,-1.9030137,-10.723224,-3.0859857,data\processed_audio\Actor_01\03-01-08-02-01-02-01.wav
-425.7612,82.908714,-8.267295,14.047703,0.8794417,-7.7621503,-12.519247,-17.386906,-27.203035,-4.720588,-5.094863,-10.40158,-1.7732365,data\processed_audio\Actor_01\03-01-08-02-02-01-01.wav
-439.76752,82.19853,-10.110957,10.559225,-1.2283828,-1.4250051,-15.303087,-17.141983,-19.937208,-9.249071,-2.5310664,-10.13957,-3.1793716,data\processed_audio\Actor_01\03-01-08-02-02-02-01.wav
-585.4333,74.495865,-12.051741,11.466525,-5.5005713,-5.0630527,-6.8020577,-11.514554,-4.9948545,-0.87715447,-6.1275373,-2.4907653,-6.522564,data\processed_audio\Actor_02\03-01-01-01-01-01-02.wav
-603.29254,61.449913,-12.977241,14.46541,-6.889502,-3.632621,-6.296423,-8.906866,-3.150637,-2.2090416,-3.7314117,-2.715092,-6.490743,data\processed_audio\Actor_02\03-01-01-01-01-02-02.wav
-537.44586,74.843605,-17.036718,6.0388026,-7.9319234,-5.377471,-8.824997,-14.04968,-7.9549975,-2.8696902,-7.509411,-4.32896,-9.415644,data\processed_audio\Actor_02\03-01-01-01-02-01-02.wav
-539.6863,68.40351,-18.581251,4.830739,-11.888798,-9.345004,-10.575061,-17.028488,-9.3898,-4.7859025,-8.164669,-4.605734,-12.55226,data\processed_audio\Actor_02\03-01-01-01-02-02-02.wav
-594.122,70.28858,-6.347826,14.835956,-7.3082232,-3.5319517,-5.106528,-10.995202,-4.1591187,-3.1647336,-4.246391,-6.0707335,-6.0665603,data\processed_audio\Actor_02\03-01-02-01-01-01-02.wav
-546.8805,77.439095,-15.04207,13.123807,-9.966223,-5.2260227,-7.8751864,-15.24282,-4.847057,-5.474169,-6.020407,-11.389984,-8.458892,data\processed_audio\Actor_02\03-01-02-01-01-02-02.wav
-587.8786,63.23544,-7.2910566,5.743462,-6.0023656,-4.964763,-9.005674,-12.174155,-8.056782,-3.5682435,-8.428582,-6.7552776,-9.514986,data\processed_audio\Actor_02\03-01-02-01-02-01-02.wav
-609.44104,59.17858,-12.545071,1.8680102,-6.7827125,-5.765464,-8.735487,-13.958857,-6.9460835,-4.28686,-7.8468776,-6.880763,-10.863597,data\processed_audio\Actor_02\03-01-02-01-02-02-02.wav
-562.9806,65.77401,-9.424182,11.410943,-9.652054,-7.809411,-6.1433344,-12.026666,-9.365087,-3.0766397,-6.6633887,-9.694311,-7.3480573,data\processed_audio\Actor_02\03-01-02-02-01-01-02.wav
-570.29034,67.50962,-13.5294895,10.53643,-11.7111435,-4.1007614,-7.1673217,-13.715863,-6.6578274,-4.9975896,-3.428978,-10.678197,-8.067722,data\processed_audio\Actor_02\03-01-02-02-01-02-02.wav
-575.8845,57.581196,-10.034127,0.86650735,-10.465936,-3.4178472,-11.882171,-15.667427,-10.616101,-3.1855128,-9.015258,-11.1268,-10.345351,data\processed_audio\Actor_02\03-01-02-02-02-01-02.wav
-581.25195,64.269165,-6.1800957,4.0420103,-8.015479,-2.56166,-10.022689,-13.985019,-7.9492507,-1.4564766,-7.388616,-11.685828,-10.826568,data\processed_audio\Actor_02\03-01-02-02-02-02-02.wav
-495.94348,64.674614,-34.106922,11.891001,-12.01862,-10.374326,-7.268491,-19.754726,-6.823839,-5.1224775,-8.280544,-3.8165367,-12.767234,data\processed_audio\Actor_02\03-01-03-01-01-01-02.wav
-498.3638,68.62963,-31.589,16.7156,-12.279397,-11.949633,-8.049975,-20.32425,-5.734366,-6.4385834,-9.833051,-2.6832452,-12.350102,data\processed_audio\Actor_02\03-01-03-01-01-02-02.wav
-492.9581,66.46645,-35.031746,7.5481324,-13.734544,-11.254146,-14.340282,-23.657116,-7.647101,-5.198636,-12.615437,-3.086636,-15.633571,data\processed_audio\Actor_02\03-01-03-01-02-01-02.wav
-494.75797,69.63569,-27.599884,10.755236,-11.983669,-11.140554,-14.248447,-20.425274,-4.7822843,-3.0996034,-10.610907,-2.405973,-12.904629,data\processed_audio\Actor_02\03-01-03-01-02-02-02.wav
-377.09012,54.206543,-50.3381,11.536085,-19.122953,-25.031643,-11.459966,-26.32965,-6.632949,-13.322643,-15.7474,-3.6506906,-19.512077,data\processed_audio\Actor_02\03-01-03-02-01-01-02.wav
-398.2612,53.613743,-46.08793,8.958337,-14.260619,-23.471382,-12.4442625,-21.064476,-7.6148295,-8.859646,-13.944214,-0.94838583,-16.127987,data\processed_audio\Actor_02\03-01-03-02-01-02-02.wav
-442.73615,59.79657,-36.609306,6.8805585,-10.501158,-19.42916,-18.354862,-23.45413,-6.3502855,-5.394907,-18.351831,-3.1578858,-16.761496,data\processed_audio\Actor_02\03-01-03-02-02-01-02.wav
-415.4515,60.816055,-38.386723,6.5423613,-14.649679,-21.317965,-15.274926,-24.185314,-10.418104,-9.957622,-18.490402,-3.0866344,-19.926727,data\processed_audio\Actor_02\03-01-03-02-02-02-02.wav
-622.167,67.97514,-11.713613,9.148043,-7.0367384,-5.94106,-7.9698668,-13.949929,-7.1931405,-5.2104177,-5.5707245,-7.158386,-5.7426314,data\processed_audio\Actor_02\03-01-04-01-01-01-02.wav
-527.8706,93.43882,-21.629145,12.723504,-11.702622,-7.4472346,-9.510985,-16.953302,-11.625267,-2.3758676,-8.645191,-6.0655646,-9.210554,data\processed_audio\Actor_02\03-01-04-01-01-02-02.wav
-541.24225,80.41782,-10.009713,7.582149,-9.771746,-9.084734,-17.697477,-21.408817,-8.328586,-5.433053,-11.812435,-6.3194942,-12.267425,data\processed_audio\Actor_02\03-01-04-01-02-01-02.wav
-555.03076,79.43425,-12.063282,11.1928425,-6.6392555,-7.4286175,-13.063859,-18.260967,-10.242329,-0.88995814,-10.675771,-5.9417586,-10.733949,data\processed_audio\Actor_02\03-01-04-01-02-02-02.wav
-608.3269,62.188984,-13.149912,7.911417,-11.719967,-8.46953,-13.01318,-18.03422,-11.847509,-4.7942333,-9.748117,-2.662507,-8.565279,data\processed_audio\Actor_02\03-01-04-02-01-01-02.wav
-619.41266,69.63663,-6.926143,9.807047,-6.056193,-5.9740405,-12.213701,-15.599533,-10.983431,-3.9998515,-7.8185,-3.9441226,-7.899955,data\processed_audio\Actor_02\03-01-04-02-01-02-02.wav
-519.13855,81.34623,-13.7219715,6.575654,-12.940587,-9.444667,-20.956947,-26.916082,-19.207232,-7.760966,-14.834001,-6.2908964,-16.570784,data\processed_audio\Actor_02\03-01-04-02-02-01-02.wav
-588.1047,62.21628,-9.200479,7.371718,-6.908295,-9.76581,-16.845024,-18.862646,-11.684697,-3.2483554,-12.838019,-4.785943,-10.945392,data\processed_audio\Actor_02\03-01-04-02-02-02-02.wav
-451.69174,73.01732,-19.548656,8.680541,-12.322527,-9.418177,-7.5022745,-18.56571,-8.453639,-4.677969,-5.774315,-4.6243973,-8.810556,data\processed_audio\Actor_02\03-01-05-01-01-01-02.wav
-414.0324,69.67757,-30.525532,10.970264,-15.189776,-9.006604,-10.168218,-18.44558,-5.2826605,-2.0325289,-4.3463936,-3.8504152,-7.533063,data\processed_audio\Actor_02\03-01-05-01-01-02-02.wav
-454.80273,71.23345,-19.15182,4.251982,-15.81501,-7.498348,-9.911422,-18.990818,-9.931675,-3.759671,-9.788422,-4.1889987,-11.643902,data\processed_audio\Actor_02\03-01-05-01-02-01-02.wav
-455.27975,63.651047,-25.580915,5.1624312,-18.418423,-11.309932,-8.758081,-20.164219,-9.515898,-4.2474422,-8.403791,-3.8274448,-13.154175,data\processed_audio\Actor_02\03-01-05-01-02-02-02.wav
-377.44745,42.375847,-33.495964,4.0618825,-21.095089,-11.489345,-3.971367,-19.77617,-3.587271,-6.561871,-5.4499507,-4.5445056,-10.008732,data\processed_audio\Actor_02\03-01-05-02-01-01-02.wav
-348.36398,56.074333,-41.398876,4.7753286,-25.631226,-12.424608,0.08689927,-21.855103,-7.1118026,-8.229851,-6.301518,-3.5385113,-14.139404,data\processed_audio\Actor_02\03-01-05-02-01-02-02.wav
-298.40933,43.32292,-52.213795,-7.6726036,-31.252092,-21.585419,-7.0929394,-31.053392,-12.420879,-12.400555,-13.850439,-7.8301926,-19.233688,data\processed_audio\Actor_02\03-01-05-02-02-01-02.wav
-273.13968,44.687866,-58.021404,-4.064075,-36.055428,-21.123741,-6.370076,-32.050106,-11.576924,-12.76255,-15.299765,-8.639264,-22.19312,data\processed_audio\Actor_02\03-01-05-02-02-02-02.wav
-509.33658,43.04033,-33.336338,6.4361815,-15.498879,-12.20007,-10.623022,-19.357433,-7.4891934,-9.150652,-7.8733706,-6.5093207,-6.1187057,data\processed_audio\Actor_02\03-01-06-01-01-01-02.wav
-512.59607,43.768326,-33.864445,2.7328484,-14.507646,-11.384061,-8.8204975,-21.034252,-8.293727,-7.4925413,-8.929591,-6.3826804,-7.651846,data\processed_audio\Actor_02\03-01-06-01-01-02-02.wav
-513.5565,39.151188,-31.049242,2.9119434,-12.066793,-11.224645,-12.901035,-20.228487,-6.4449563,-4.2849283,-11.063794,-4.338371,-8.526469,data\processed_audio\Actor_02\03-01-06-01-02-01-02.wav
